Developer,Latitude,Longitude,Place Name,Address
Intellimedia,23.0340377,72.5665094,Intellimedia Networks India,"201,Viva-3, Opposite Vadilal House Near Navrangpura Railway Crossing, Ahmedabad, Gujarat 380009, Indien"
Romstar,45.78261149999999,24.1590662,Romstar S.R.L.,"Strada Nicolae Iorga 34, Sibiu 550361, Rumänien"
Sumo Digital Ltd,53.4070046,-1.4207064,Sumo Digital,"32, Jessops Riverside, 800 Brightside Ln, Sheffield S9 2RX, Vereinigtes Königreich"
Vicarious Visions / Traveller's Tales / Radical Entertainment,42.6526,-73.7562,Vicarious Visions / Traveller's Tales / Radical Entertainment,"""Headquarters: Zentrale: Albany, New York, USA (Vicarious Visions, heute Teil von Blizzard Albany) / Knutsford, Vereinigtes Königreich (Traveller's Tales) / Vancouver, Kanada (Radical Entertainment, ehemals Activision)"""
Moonbyte Studios / Replay Studios,49.3567504,8.1115616,Moonbyte Games UG,"Quellenstraße 32, 67433 Neustadt an der Weinstraße, Deutschland"
Punchers Impact,50.9187863,6.9303135,Impact - Café by Plastic2Beans,"Luxemburger Str. 190, 50937 Köln, Deutschland"
super moggy,-23.5157811,-46.1797389,Mogi Shopping,"Av. Ver. Narciso Yague Guimarães, 1001 - Jardim Armenia, Mogi das Cruzes - SP, 08780-000, Brasilien"
IBM,41.1268,-73.7142,IBM,"""Headquarters: Zentrale: Armonk, New York, USA"""
Ma-Ba,51.5221327,7.44951,Ma-Ba-Bau GmbH,"Martha-Gillessen-Straße 44, 44147 Dortmund, Deutschland"
Backroom Software,29.5064806,-95.0877923,Scanning Solutions,"260 Dickinson Ave, League City, TX 77573, Vereinigte Staaten"
Cypronia,48.7412619,21.903066,Cypronia s.r.o.,"Továrenská 1635/2, 071 01 Michalovce, Slowakei"
Farmind,51.8642432,-1.2259192,Forge Works & Forge Farm Ind Est,"Forge Works Forge Farm, Northampton Rd, Weston-on-the-Green, Bicester OX25 3QN, Vereinigtes Königreich"
Nihon System,51.2421024,6.7375645,Nihon Shokken Holdings Co. Ltd. Zweigniederlassung Düsseldorf,"Am Seestern 4, 40547 Düsseldorf, Deutschland"
ByteMaster,41.5281801,2.4336983,Bytemaster,"Carrer d'Ernest Lluch, 32, 08302 Mataró, Barcelona, Spanien"
Fakt Software,51.3456106,12.4145742,FAKT Software GmbH,"Torgauer Pl. 1-3, 04315 Leipzig, Deutschland"
Ultizen Games,31.234111,121.391438,Ultizen Games,"China, Shanghai, Putuo, 中江路879号天地软件园4号楼B座3F"
Elo Interactive,51.4898488,7.5071947,ELO Digital Office GmbH,"Am Kai 18, 44263 Dortmund, Deutschland"
D.O.,51.0315144,6.9896804,Do Sushi - Leverkusen,"Heinrich-von-Stephan-Straße 2, 51373 Leverkusen, Deutschland"
nakfiv,51.5033325,7.4913924,NAK-karitativ e.V.,"Kullrichstraße 1, 44141 Dortmund, Deutschland"
Gameshastra Solutions,17.4425891,78.3826886,Gameshastra Solutions Pvt Ltd,"C9VM+23P, Vittal Rao Nagar, HITEC City, Hyderabad, Telangana 500081, Indien"
"""American Laser Games, Inc.""",39.8421927,-86.38067679999999,American Laser Spares,"463 Southpoint Cir Unit 300, Brownsburg, IN 46112, Vereinigte Staaten"
GREE,51.386815,6.1801195,Gree Nederland,"Laurens Janszoon Costerstraat 4, 5916 PS Venlo, Niederlande"
interfaceKO,51.3438502,6.5467543,Interface Deutschland GmbH,"Mies van der Rohe Business Park, Girmesgath 5, 47803 Krefeld, Deutschland"
Phang Chan Chun,50.9464536,6.9582377,TAI CHI CHUAN,"Machabäerstraße 28, 50668 Köln, Deutschland"
Soft Machine,50.9726935,6.9779882,Kaufland Köln-Niehl,"Boltensternstraße 104-112, 50735 Köln, Deutschland"
Manic Game Studios,49.4134537,11.033263,Pixel Maniacs,"Rednitzstraße 18, 90449 Nürnberg, Deutschland"
Mechadeus,50.94356,7.090949999999999,Christoph Madaus,"Am Wildwechsel 32, 51109 Köln, Deutschland"
Sweet Basil,47.3743543,8.529567499999999,Sweet Basil,"Bäckerstrasse 19, 8004 Zürich, Schweiz"
Lizard Interactive,49.8449422,19.0312426,Lizard Media | UX & software house,"Warszawska 183, 43-300 Bielsko-Biała, Polen"
NetVillage,-1.3944867,-69.4256365,NETVILLAGE,"Rua Felipe Camarão, s/n°, Japurá - AM, 69495-000, Brasilien"
Invictus,51.0652453,6.9890599,Personal Training Invictus UG,"An d. Fuchskuhl 9b, 51379 Leverkusen, Deutschland"
Sankindo,32.8190972,130.7018493,SANKINDO,"1-chōme-5 Ikeda, Nishi Ward, Kumamoto, 860-0082, Japan"
ADK,35.6762,139.6503,ADK,"""Headquarters: Zentrale: Tokio, Japan (ehemaliges Studio)"""
Studio Hunty,51.9565457,7.6439707,HUNT ATELIER I Tattoo Münster,"Wolbecker Str. 75, 48155 Münster, Deutschland"
Bulwark Studios,45.6705243,0.1613918,Bulwark Studios,"144 Rte de Vars, 16160 Gond-Pontouvre, Frankreich"
R2Games,-23.6871718,-46.7693872,R2Games,"Rua Bento Rodrigues, 06 - Box 5 - Jardim Angela, São Paulo - SP, 04939-120, Brasilien"
LittleWing,54.5751784,-5.9163624,Little Wing Pizzeria,"332-338 Ormeau Rd, Ormeau, Belfast BT7 2GE, Vereinigtes Königreich"
SelectSoft Games,47.66158,23.5655464,SELECTSOFT,"Strada Iuliu Maniu 20, Baia Mare 430131, Rumänien"
Earthlight Productions,51.07538,6.891686,Peaklight Productions,"Marie-Curie-Straße 4, 40789 Monheim am Rhein, Deutschland"
former,50.9436934,6.953739700000001,Accenture (former umlaut consulting GmbH),"im Rundschau-Haus, Stolkgasse 25-45, 50667 Köln, Deutschland"
RIC,50.9144392,6.9265469,Ric's Schusterlampe,"Luxemburger Str. 285a, 50939 Köln, Deutschland"
Louis Ingenthron,50.9329385,6.9476283,Günter Lütgens Goldschmiedemeister,"Thieboldsgasse 84, 50676 Köln, Deutschland"
Doppler Interactive,-33.8688,151.2093,Doppler Interactive,"""Headquarters: Zentrale: Sydney, Australien"""
FoomTown Game Studio,50.9452838,6.984420099999999,Goodwolf Studio,"Deutz-Mülheimer Str. 30, 50679 Köln, Deutschland"
Picroma,49.3111523,6.7466345,Picroma,"Albrecht-Dürer-Straße 8, 66740 Saarlouis, Deutschland"
JeppeN,51.2991667,9.0980556,Jeppen-Teich,"Jeppen-Teich, 34454 Bad Arolsen, Deutschland"
Funatics Development GmbH,51.6906241,6.881410799999999,Funatics Software GmbH,"Kastanienstraße 45, 46514 Schermbeck, Deutschland"
Houghto Mifflin Interactive,28.4308061,-81.4260073,Houghton Mifflin Harcourt Publishing,"9400 Southpark Center Loop, Orlando, FL 32819, Vereinigte Staaten"
Deep Silver Vienna,48.235649,16.3561518,Deep Dive,"Heiligenstädter Str. 31/2, 1190 Wien, Österreich"
CustomPlay Games,53.4808,-2.2426,CustomPlay Games,"""Headquarters: Zentrale: Manchester, Vereinigtes Königreich"""
CookTrain,-30.6124774,130.4157831,Cook,"Cook SA 5710, Australien"
DataWest,48.4399289,1.5010139,Datawest sarl,"58 Rue du Faubourg la Grappe, 28000 Chartres, Frankreich"
Copya System Ltd.,53.545994,-2.390074,Copy Print Services Ltd,"South Business Park, 1 Mather St, Kearsley, Farnworth, Bolton BL4 8EE, Vereinigtes Königreich"
Group SNE,34.7019514,135.1946475,Group SNE,"2 Chome-9-20 Kanocho, Chuo Ward, Kobe, Hyogo 650-0001, Japan"
SqaureSoft,12.9922586,80.19898359999999,Squaresoft Technologies,"49, Vellalar Street, Medavakkam Main Road Parangi Malai, Adambakkam Adjacent to Union Bank of India Near St.Thomas Mount Railway Station, Chennai, Tamil Nadu 600088, Indien"
NexTech Corporation,36.3444431,-119.6670896,Nextech Corporation,"1413 Victory Ct, Hanford, CA 93230, Vereinigte Staaten"
Pixel Technologies,50.9366308,6.9363942,Pixel Entertainment,"Aachener Str. 24, 50674 Köln, Deutschland"
Raffaele Cecco,46.0774373,13.2325534,Di Cecco Dr. Raffaele,"Via Forni di Sotto, 40, 33100 Udine UD, Italien"
Xantera,39.6032084,-104.8934577,Xanterra Travel Collection,"6312 S Fiddlers Green Cir #600n, Greenwood Village, CO 80111, Vereinigte Staaten"
Novotrade,47.4979,19.0402,Novotrade,"""Headquarters: Zentrale: Budapest, Ungarn (heute bekannt als Appaloosa Interactive)"""
Electronic Innovative Design,50.9608903,7.004385399999999,neo design studios,"Wiener Platz 2, 51065 Köln, Deutschland"
IGS,24.1477,120.6736,IGS,"""Headquarters: Zentrale: Taichung, Taiwan"""
Hori,35.4437,139.638,Hori,"""Headquarters: Zentrale: Yokohama, Japan"""
Soft Office,50.81878390000001,4.3268599,Soft Office - Computer Repair Center,"Rue des Alliés 160, 1190 Forest, Belgien"
Salio,51.9524267,19.5136331,"Riding Club, Browar & Restauraracja Salio","Besiekierz Rudny 50, 95-001 Biała, Polen"
Hiro,52.0315853,8.5294733,HIRO LIFT Hillenkötter + Ronsieck GmbH,"Meller Str. 6, 33613 Bielefeld, Deutschland"
GameVillage,51.2722847,5.928928399999999,E- Village Recreatie centrum,"Heldensedijk 3, 6088 NT Roggel, Niederlande"
Extreme Entertainment Group,50.9680111,6.9609596,Xtreme Artists GbR,"Kalkarer Str. 2, 50733 Köln, Deutschland"
U-Me Soft,35.6762,139.6503,U-Me Soft,"""Headquarters: Zentrale: Tokio, Japan"""
Tandy Corporation,51.745933,-1.20802,Tandy Corporation Ltd,"29 Glebelands, Headington, Oxford OX3 7EN, Vereinigtes Königreich"
Mediamuse,-25.82823,28.259405,Media Muse,"528 Alberton St, Elardus Park, Pretoria, 0081, Südafrika"
SoftDisk,34.0270132,-118.427309,CVS,"3010 S Sepulveda Blvd, Los Angeles, CA 90034, Vereinigte Staaten"
Mycom,35.6762,139.6503,Mycom,"""Headquarters: Zentrale: Tokio, Japan"""
USC Interactive Media,34.0235782,-118.2865012,Interactive Media & Games Division,"SCA 2nd Floor, 900 W 34th St, Los Angeles, CA 90007, Vereinigte Staaten"
Checkmark Games,50.96917269999999,6.9739657,Action Köln,"Barbarastraße 5, 50735 Köln, Deutschland"
Oesis Inc,51.2545403,6.4664337,OASIS-SVN,"Virmondstraße 88, 47877 Willich, Deutschland"
Event Horizon Software,50.9301007,6.9731485,Digital Horizon GmbH,"Siegburger Str. 149-151, 50679 Köln, Deutschland"
Reality Bytes,50.9297366,6.9457749,TWT reality bytes,"Neue Weyerstraße 1-3, 50676 Köln, Deutschland"
H.I.C.,51.3087217,6.2758319,HIC - Hoersch Immobilien IVD – Immobilienmakler Nettetal,"Niedieckstraße 13, 41334 Nettetal, Deutschland"
Palestar,43.84235200000001,10.8234781,Palestra Comunale di Cintolese,"Via del Carro, 527A, 51015 Cintolese PT, Italien"
Psychic Software,50.9491604,6.945138099999999,Spellfusion GmbH,"Im Mediapark 5, 50670 Köln, Deutschland"
Interactive Designs,50.9505914,6.9529562,SV Animation & Interactive,"Maybachstraße 155, 50670 Köln, Deutschland"
10Tacle Studios Belgium,50.8991852,4.3397904,Palais 10,"Av. de Miramar 11, 1020 Bruxelles, Belgien"
Dome Software,35.6762,139.6503,Dome Software,"""Headquarters: Zentrale: Tokio, Japan"""
Blue Byte Software,51.2326476,6.8195998,Ubisoft Blue Byte GmbH,"Luise-Rainer-Straße 7, 40235 Düsseldorf, Deutschland"
NaturalMotion,51.5099083,-0.1242456,NaturalMotion,"6 Agar St, London WC2N 4HN, Vereinigtes Königreich"
Chip,50.9630909,6.9766644,Chip Hellmann's Fritten and more,"Hittorfstraße 2, 50735 Köln, Deutschland"
Toygardens Media,52.3880163,9.7394138,Toygardens Media,"Voßstraße 12, 30161 Hannover, Deutschland"
Ngames Limited,14.584749,121.056925,N Games,"H3M4+VQV, Doña Julia Vargas Ave, Ortigas Center, Mandaluyong, 1550 Metro Manila, Philippinen"
Microblast Games,-37.0475327,143.7365069,Microblast Computers,"87 High St, Maryborough VIC 3465, Australien"
Keldyn Interactive,-33.8688,151.2093,Keldyn Interactive,"""Headquarters: Zentrale: Sydney, Australien"""
Electronic Paradise,28.639223,77.36236629999999,Electronic Paradise - Indirapuram,"UGF 119, OC Square GH 4, Orange County, Ahinsa Khand 1, Indirapuram, Ghaziabad, Uttar Pradesh 201014, Indien"
Yutaka,44.4027976,8.9439201,Yutaka,"Piazza della Vittoria, 93, 16121 Genova GE, Italien"
Premium Agency,35.6762,139.6503,Premium Agency,"""Headquarters: Zentrale: Tokio, Japan"""
Razorsoft,-25.9911144,28.1380096,RazorSoft,"2nd floor block c, 49 New Rd, Randjespark, Midrand, 1685, Südafrika"
Odyssey Digital Entertainment,52.4417774,-1.9425178,Odyssey New Media,"Office No. 0009, The Old Bus Garage, Harborne Ln, Selly Oak, Birmingham B29 6SN, Vereinigtes Königreich"
Image Works,51.4906811,5.700286999999999,Imageworks,"Varennadreef 21, 5709 SX Helmond, Niederlande"
Codemonkeys,50.9333557,6.940376,CodeMonkeys,"Hohenstaufenring 62, 50674 Köln, Deutschland"
Xona Games,44.682,-63.7443,Xona Games,"""Headquarters: Zentrale: Nova Scotia, Kanada"""
SSG,-33.8688,151.2093,SSG,"""Headquarters: Zentrale: Sydney, Australien (Strategic Studies Group)"""
Hummingbird Soft,35.6762,139.6503,Hummingbird Soft,"""Headquarters: Zentrale: Tokio, Japan"""
Unique Entertainment,51.0143388,6.8533849,Be Unique - Event & Wedding,"Chorbuschstraße 44-46, 50765 Köln, Deutschland"
Sarah Northway,42.98957799999999,-87.950789,Northway Sara E MD,"2900 W Oklahoma Ave, Milwaukee, WI 53215, Vereinigte Staaten"
Pigdog Games,48.8317861,2.3496769,Devil Pig Games,"55 Rue de Croulebarbe, 75013 Paris, Frankreich"
Running Dog,50.38947659999999,7.845147799999999,Trailrunnersdog - Dein Trailrunning Blog an Rhein und Mosel,"Auf d. Höll 8, 56412 Daubach, Deutschland"
XGen Studios,53.54068179999999,-113.5108434,Xgen Studios,"11007 Jasper Ave, Edmonton, AB T5K 0K6, Kanada"
Atari Games (Midway),32.7510671,-117.2144118,Game Rave-Toy Rave,"3545 Midway Dr STE K, San Diego, CA 92110, Vereinigte Staaten"
Artem Karakozov,50.9710929,6.9608747,Artmox,"50733 Köln, Deutschland"
Paul Fisch 1,50.95094539999999,6.840602499999999,"Euro-Fisch e.K, Fisch Feinkost Import & Export Inh. M. Maghole Nobakht","Ottostraße 18, 50859 Köln, Deutschland"
ICOM Simulations,42.1392,-87.9298,ICOM Simulations,"""Headquarters: Zentrale: Wheeling, Illinois, USA (ehemaliges Studio)"""
"""ICOM Simulations, Inc.""",50.7850027,6.108086399999999,"ICoM | Institut für Baumanagement, Digitales Bauen und Robotik im Bauwesen","Jülicher Str. 191-209/Eingang D, 52070 Aachen, Deutschland"
Isao,-23.5541178,-46.6342311,Restaurant Sushi Isao,"R. da Glória, 111 - 2º Andar - Liberdade, São Paulo - SP, 01510-001, Brasilien"
Studio Kame,49.2157804,16.4967662,Studio KAME,"Chvalovka 1342/15, 635 00 Brno-Bystrc, Tschechien"
Zombie,47.6062,-122.3321,Zombie,"""Headquarters: Zentrale: Seattle, Washington, USA (ehemaliges Studio)"""
Alexandria,31.2000924,29.9187387,Alexandria,"Alexandria, Gouvernement al-Iskandariyya, Ägypten"
Tiger Games,50.9369331,6.9483682,Flying Tiger Copenhagen,"Neumarkt 2-4 Neumarkt Galerie, 50667 Köln, Deutschland"
Sanctuary Woods,42.7652089,-86.196736,Sanctuary Woods Preserve,"4750 66th St, Holland, MI 49423, Vereinigte Staaten"
Lune,51.1709033,6.9624505,LUNE,"Kalstert 64, 40724 Hilden, Deutschland"
Soldak Entertainment,31.9686,-99.9018,Soldak Entertainment,"""Headquarters: Zentrale: Texas, USA"""
Bull's Eye,50.9858467,10.3135067,Bull's Eye,"Mühlhäuser Str. 61a, 99817 Eisenach, Deutschland"
Amateur Pixels,50.9366308,6.9363942,Pixel Entertainment,"Aachener Str. 24, 50674 Köln, Deutschland"
Seika Corporation,35.6762,139.6503,Seika Corporation,"""Headquarters: Zentrale: Tokio, Japan"""
Big Head Games Ltd.,51.5244271,-0.0854418,Big Potato Games: Head Office,"74 Tabernacle St, London EC2A 4EA, Vereinigtes Königreich"
Silmarils,50.9860126,4.1274079,Silmarils lasersnijden & graveren,"Romestraat 8, 9280 Lebbeke, Belgien"
Dreadlocks Ltd,50.0755,14.4378,Dreadlocks Ltd,"""Headquarters: Zentrale: Prag, Tschechien"""
Zemnott,50.7830885,6.050026,"ZMNT, RWTH Aachen University","Otto-Blumenthal-Straße 4, 52074 Aachen, Deutschland"
Grendel Games,53.1998155,5.800241799999999,Grendel Games,"Blokhuisplein 40, 8911 LJ Leeuwarden, Niederlande"
Panda Entertainment,25.033,121.5654,Panda Entertainment,"""Headquarters: Zentrale: Taipeh, Taiwan"""
Twilight Express,48.86671519999999,2.778747,The Twilight Zone Tower of Terror,"Studios Production Courtyard, Parc Walt Disney, 77700 Chessy, Frankreich"
Shouei,35.9120372,139.673944,(株) SHOUEI さいたま営業所,"186-1 Sasamaru, Minuma Ward, Saitama, 337-0031, Japan"
Cyclops Software,6.433103999999999,3.4680994,Cyclops Information Systems,"Plot 6 Furo Ezimora St, Lekki Phase I, Lekki 234001, Lagos, Nigeria"
Dagger Games Studio,51.5124388,-0.0382715,Crystal Dagger Games,"592 Commercial Rd, London E14 7JR, Vereinigtes Königreich"
Robinson Technologies,37.6636785,-85.9463936,Robinson Technology Solutions,"514 Greencrest Dr, Cecilia, KY 42724, Vereinigte Staaten"
Dini and Dini Productions,10.0285611,8.5284632,Film Actors' Studio Dini,"2GHH+C9G karan shanu, local, Mariri 811105, Kaduna, Nigeria"
Glu Mobile Inc.,37.7818054,-122.4043326,Glu Mobile,"875 Howard St #100, San Francisco, CA 94103, Vereinigte Staaten"
DigiTek Software,40.1584458,-83.0087927,Digitek Software Inc,"650 Radio Dr, Lewis Center, OH 43035, Vereinigte Staaten"
Manley and Associates Inc.,30.6676989,-88.1261495,Manley & Associates Inc,"1111 E Interstate 65 Service Rd S # 208, Mobile, AL 36606, Vereinigte Staaten"
Polynetix Studio,48.8712343,2.3934799,Polywink,"24 Rue de l'Est, 75020 Paris, Frankreich"
"""DDL, Inc.""",44.87137,-93.4062754,"DDL, Inc.","10200 Valley View Rd, Eden Prairie, MN 55344, Vereinigte Staaten"
Nexus Interactive,50.9500637,7.0514762,NEXUS 7995 GmbH,"Broichstraße 6a, 51109 Köln, Deutschland"
Kaasa Solution,51.2118672,6.767159599999999,Kaasa Solution GmbH,"Friedenstraße 51, 40219 Düsseldorf, Deutschland"
Backbone Charlottetown,46.23578819999999,-63.1290041,imotion fitness MIND BODY CORE,"119 Kent St, Lower Level, Charlottetown, PE C1A 1N3, Kanada"
"""Playdom, Inc.""",45.6575335,8.7824565,Playdom Srl,"Via C. Noè, 32, 21013 Cassano Magnago VA, Italien"
Encore Games,34.0522,-118.2437,Encore Games,"""Headquarters: Zentrale: Los Angeles, Kalifornien, USA"""
Nexa,51.16452349999999,6.9155991,Nexa Autocolor Germany,"Düsseldorfer Str. 80, 40721 Hilden, Deutschland"
BlueSky Software,-22.9054839,-43.1741865,BlueSky Softwares,"Av. Erasmo Braga, 227 - sl 406 - Centro, Rio de Janeiro - RJ, 20020-000, Brasilien"
Blue52,39.8479998,-75.7081987,Blue 52,"331 E State St, Kennett Square, PA 19348, Vereinigte Staaten"
GBlitz Games,50.9668905,7.0059366,Auto-Blitz Funkmietwagen Gesellschaft mit mbH,"Keupstraße 26, 51063 Köln, Deutschland"
Phoenix Game Studio / Ubisoft,43.6117,3.8767,Phoenix Game Studio / Ubisoft,"""Headquarters: Zentrale: Montpellier, Frankreich (Ubisoft)"""
Namco Networks America Inc.,41.9872757,-88.0395657,BANDAI NAMCO Amusement America,"1550 Glenlake Ave, Itasca, IL 60143, Vereinigte Staaten"
Intrinsic Games,35.1218789,-78.88513019999999,Intrinsic Gaming,"426 McArthur Rd, Fayetteville, NC 28311, Vereinigte Staaten"
Xazin,55.7472539,55.0152255,Khazievo,"Khazievo, Baschkortostan, Russland, 452972"
CYX,51.0576453,4.3627348,Cyx / Marcel,"Westdijk 36, 2830 Willebroek, Belgien"
Outspark Inc.,28.4345698,77.1034081,OUTSPARK,"4th Floor, Media Private Limited, CENTRUM PLAZA, 402-ABC, Golf Course Road, opposite Suncity, IILM Institute, Sector 53, Gurugram, Haryana 122002, Indien"
Neowiz Entertainment,19.1898861,72.8354552,Neowiz,"D-215, Second Floor, Crystal Plaza, New Link Rd, Malad, Kanchpada, Andheri West, Mumbai, Maharashtra 400053, Indien"
Pentavision,12.8874807,77.44030380000001,Pentavision,"21F, Kumbalagodu Industrial Area, 2nd Phase, Mysore Road, Bengaluru, Karnataka 560074, Indien"
Exit,50.91843110000001,6.949871399999999,"Team X - Zeitreisen, Quantenmagie und Abenteuer - Live Escape Room Köln","Vorgebirgstraße 59, 50677 Köln, Deutschland"
Stickmen Studios,19.0058132,72.8461334,Stickman Studios,"Parel East, Parel, Mumbai, Maharashtra 400012, Indien"
Riverhill Soft,51.246675,0.208899,Riverhill Himalayan Gardens,"Riverhill, Sevenoaks TN15 0RR, Vereinigtes Königreich"
Yokcos,50.9141377,6.9875835,Yolkipalkis,"Poller Kirchweg 124, 51105 Köln, Deutschland"
Formula Game Development,52.1084421,4.2940216,Formula Games B.V.,"Ypersestraat 4, 2587 AW Den Haag, Niederlande"
Alien After All,45.764,4.8357,Alien After All,"""Headquarters: Zentrale: Lyon, Frankreich"""
"""SPS Co.,Ltd.""",52.6607449,-1.0901432,SPS Technologies Ltd,"Troon Industrial Area, 191 Barkby Rd, Leicester LE4 9HX, Vereinigtes Königreich"
Baltico X,54.3791273,10.2156422,Baltico GmbH & Co. KG,"Bügelsäge 15, 24226 Heikendorf, Deutschland"
Xai,49.87987649999999,8.673078,XAI technologies GmbH,"Dieburger Str. 111, 64287 Darmstadt, Deutschland"
gameXcore,51.1639926,6.4403911,Core Gamer Treff,"Wilhelm-Schiffer-Straße 57, 41239 Mönchengladbach, Deutschland"
RRRR,50.9720534,6.9746356,Reifen Radar R&R,"Pasteurstraße 1, 50735 Köln, Deutschland"
Red Cap Entertainment,50.9626747,6.9059222,Redcap Agency,"Rochusstraße 130, 50827 Köln, Deutschland"
Bill Gates,51.49770729999999,-0.1363668,Bill & Melinda Gates Foundation London Office,"B323, London SW1E 6QW, Vereinigtes Königreich"
Lima Sky,40.7505,-73.9934,Lima Sky,"""Headquarters: Zentrale: New York City, New York, USA"""
Pigyman,50.36636,7.59412,Pig Ear Man - Der Metzger für Koblenz,"Andernacher Str. 13, 56070 Koblenz, Deutschland"
HeartBit Interactive,47.104949,9.9905407,heartbit software gmbh,"Wasserstobaweg 4, 6782, Österreich"
Dream Forge Entertainment,47.8034443,-122.2419593,DreamForge Contractors,"21428 6th Ave W, Bothell, WA 98021, Vereinigte Staaten"
Nickelodeon,52.015787,6.1331905,Nickelodeon Productions B.V.,"Philippus Gastelaarsstraat 19, 6981 BH Doesburg, Niederlande"
BGS Development,-25.2869169,-57.6066289,BGS DEVELOPMENT,"Ayala Velazquez 575, Asunción 001208, Paraguay"
Razorworks,36.1499128,-85.51714779999999,RazorWorx & CO,"650 S Willow Ave, Cookeville, TN 38501, Vereinigte Staaten"
Binary Design,53.4808,-2.2426,Binary Design,"""Headquarters: Zentrale: Manchester, Vereinigtes Königreich (ehemaliges Studio)"""
Technos Japan,35.0910283,138.8627876,Technos Japan,"17 Yoshidachō, Numazu, Shizuoka 410-0836, Japan"
Leland Interactive Media,41.8781,-87.6298,Leland Interactive Media,"""Headquarters: Zentrale: Chicago, Illinois, USA (ehemaliges Studio)"""
Aztec,49.6333084,6.2084831,Aztec Group - Luxembourg,"8 Rue Lou Hemmer, 1748 Senningerberg Niederanven, Luxemburg"
Chococo,51.0619168,-1.3112816,Chococo,"152 High St, Winchester SO23 9AY, Vereinigtes Königreich"
Fairy Tale,51.3170614,9.4903718,Deutsche Märchenstraße e.V.,"Kurfürstenstraße 9, 34117 Kassel, Deutschland"
Karma Studios,13.7563,100.5018,Karma Studios,"""Headquarters: Zentrale: Bangkok, Thailand"""
Miracle Kidz,13.0661667,77.59743619999999,The Miracle Kidz,"The Miracle Kidz, 136/5, Amruthahalli Main Rd, opposite to Hdfc bank, Talacauvery Layout, Sneha Nagar, Byatarayanapura, Bengaluru, Karnataka 560092, Indien"
Z-Software,51.4984462,7.4760544,Z-Software GmbH,"Am Kaiserhain 19, 44139 Dortmund, Deutschland"
Hamumu Software,52.0026884,-0.8044173,HumuHumu Limited,"9 Tiverton Cres, Kingsmead, Milton Keynes MK4 4BZ, Vereinigtes Königreich"
Newcome,50.8001821,-1.0707693,The Newcome Arms,"189 Newcome Rd, Fratton, Portsmouth PO1 5DT, Vereinigtes Königreich"
Mecca,21.4240968,39.81733639999999,Mekka,Mekka Saudi-Arabien
Vivendi universal,50.9370121,6.8946022,ARS VIVENDI,"Aachener Str. 567, 50933 Köln, Deutschland"
Canal+ Multimedia,52.26354869999999,20.9293599,SALON CANAL+ GALERIA BEMOWO,"Powstańców Śląskich 126, 01-466 Warszawa, Polen"
Moregames Entertainment,50.9379803,6.9449919,More Music & Media GmbH & Co. KG,"Apostelnstraße 19, 50667 Köln, Deutschland"
NTL,50.9172397,7.089263799999999,NTL-FIT (Never too late),"Erikaweg, 51107 Köln, Deutschland"
Social Point,41.3971554,2.1904767,Socialpoint,"C/ de Pamplona, 101, Sant Martí, 08018 Barcelona, Spanien"
AlwaysNeat,51.0652062,6.862549599999999,Always Shopping,"Hackenbroicher Str. 30, 50769 Köln, Deutschland"
Zero One,52.5325307,13.3583072,zero one film GmbH,"Lehrter Str. 57, 10557 Berlin, Deutschland"
E.O. Imagination,50.9480362,6.943154499999999,Imagination (Deutschland) GmbH,"Im Mediapark 8, 50670 Köln, Deutschland"
Pinky Soft,24.4897266,54.3837465,Pinky Soft Ukay Ukay,F9QM+VFG - Al Zahiyah - E16-02 - Abu Dhabi - Vereinigte Arabische Emirate
Barunson Interactive,37.8962348,127.2023314,Barunson,"Pocheon-si, Südkorea"
Gravity Interactive,33.8675,-117.9981,Gravity Interactive,"""Headquarters: Zentrale: Buena Park, Kalifornien, USA"""
Object Software,39.9042,116.4074,Object Software,"""Headquarters: Zentrale: Peking, China"""
Sara International,50.8767861,6.9127867,SARA International Handelsgesellschaft UG (haftungsbeschränkt),"Rodenkirchener Str. 31, 50354 Hürth, Deutschland"
Atari Europe S.A.S.U.,45.764,4.8357,Atari Europe S.A.S.U.,"""Headquarters: Zentrale: Lyon, Frankreich (ehemaliges Studio)"""
Interplay Entertainment Corp.,34.0427841,-118.4697163,Interplay Entertainment Corporation,"12301 Wilshire Blvd # 502, Los Angeles, CA 90025, Vereinigte Staaten"
Imagesoft,42.4864736,-83.29937980000001,ImageSoft Inc.,"25900 W Eleven Mile Rd, Southfield, MI 48034, Vereinigte Staaten"
NiK NaK,50.9590283,7.0221303,Neuapostolische Kirche Köln-Buchheim,"Wuppertaler Str. 11, 51067 Köln, Deutschland"
XELF,43.2530655,-79.857978,Xelf Fitness,"1 West Avenue S, Hamilton, ON L8N 2R9, Kanada"
Draconian,57.1564474,-2.1089158,Draconian Tattooing,"605 George St, Aberdeen AB25 3YH, Vereinigtes Königreich"
Mass Creation,13.6187763,100.5007497,Mass creation company limited,"15/168 Thung Khru, Bangkok 10140, Thailand"
KatGames,52.0740063,4.3349505,Lucky Kat Studios,"Binckhorstlaan 36, 2516 BE Den Haag, Niederlande"
Game Village,51.2722847,5.928928399999999,E- Village Recreatie centrum,"Heldensedijk 3, 6088 NT Roggel, Niederlande"
Imagination Science,53.4062221,-2.9264409,Imagine That!,"26-32 Faraday Rd, Liverpool L13 1EH, Vereinigtes Königreich"
